name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai EON Era Plus,2014,3250,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Honda Amaze E i-Dtech,2014,5850,76000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Tata Indica V2 DLS,2007,1105,150000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,5
Toyota Innova Crysta 2.4 VX MT BSIV,2018,25194,35000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7
Hyundai i20 2015-2017 Magna 1.2,2016,7150,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Ford EcoSport 1.5 TDCi Trend Plus BSIV,2015,7163,110000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Hyundai Xcent 1.2 VTVT E,2019,6500,60000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Honda Amaze S i-VTEC,2018,7605,15000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5
Hyundai Accent Executive,2013,2236,120000,Petrol,Individual,Manual,First Owner,16.36 kmpl,1495 CC,93.7 bhp,5
Hyundai Verna 1.6 SX,2012,4680,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Tata Tiago 1.05 Revotorq XT Option,2017,4550,24000,Diesel,Individual,Manual,Second Owner,27.28 kmpl,1047 CC,69 bhp,5
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2018,9100,53000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Maruti Alto LXi,2011,1924,40000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Eeco CNG HTR 5-STR,2016,4290,47370,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5
Skoda Octavia Ambiente 1.9 TDI MT,2007,1430,120000,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,5
Maruti Swift VDI Windsong Limited edition,2015,5850,100000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,73.94 bhp,5
Chevrolet Captiva LT,2009,3380,80000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,1991 CC,147.9 bhp,7
Hyundai i10 Sportz,2011,2600,91000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Alto K10 LXI CNG,2019,5590,20000,CNG,Individual,Manual,First Owner,32.26 km/kg,998 CC,58.3 bhp,4
Mahindra Scorpio SLE BSIII,2013,7150,80000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,8
Maruti Ritz LDi,2013,3185,80000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Maruti Eeco CNG 5 Seater AC BSIV,2016,4160,80000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5
Hyundai Accent GLE CNG,2008,1560,110000,CNG,Individual,Manual,Third Owner,13.2 km/kg,1495 CC,94 bhp,5
Hyundai Elantra CRDi SX,2013,7995,120000,Diesel,Individual,Manual,First Owner,22.7 kmpl,1582 CC,126.24 bhp,5
Skoda Superb Elegance 2.0 TDI CR AT,2013,7800,90000,Diesel,Individual,Automatic,First Owner,17.2 kmpl,1968 CC,138.1 bhp,5
Volkswagen Passat 1.8 TSI MT,2010,3900,120000,Petrol,Individual,Manual,Second Owner,14.3 kmpl,1798 CC,160 bhp,5
Ford Figo 1.5D Trend MT,2016,5200,45217,Diesel,Dealer,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,13000,60000,Diesel,Individual,Automatic,Second Owner,17.01 kmpl,1582 CC,126.2 bhp,5
Hyundai Sonata 2.4 GDi MT,2012,6825,70000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,5
Fiat Grande Punto 1.3 Emotion (Diesel),2013,3900,133000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,5
Fiat Grande Punto 1.3 Emotion (Diesel),2011,2860,117000,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,75 bhp,5
Mahindra XUV500 W8 4WD,2015,11050,173000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Honda City 1.5 V MT,2011,6500,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5
Hyundai Accent GLE,2003,767,70000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5
Maruti Alto LX,2011,1690,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Volkswagen Polo 1.2 MPI Comfortline,2016,4875,120000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,5
Ford Fiesta 1.4 SXi TDCi,2009,2340,163000,Diesel,Dealer,Manual,First Owner,,,,
Volkswagen Polo Diesel Trendline 1.2L,2011,2860,222300,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,8125,100000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,7
Maruti Ritz LDi,2013,3835,120000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Maruti Swift VDI BSIV,2011,4550,160000,Diesel,Individual,Manual,First Owner,,,,
Tata Sumo MKII Turbo 2.0 LX,2010,3055,90000,Diesel,Individual,Manual,First Owner,14.0 kmpl,1948 CC,90 bhp,9
Hyundai Sonata 2.4 GDi MT,2012,6500,330000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,5
Maruti Swift VVT VXI,2017,6629.987,20000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Maruti Alto 800 LXI CNG,2020,4810,16000,CNG,Individual,Manual,First Owner,33.0 km/kg,796 CC,47.3 bhp,5
Hyundai Grand i10 Sportz,2016,4810,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Swift 1.3 VXi,2009,2340,50000,Petrol,Individual,Manual,First Owner,,,,
Mahindra Quanto C8,2012,3900,210000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,7
Hyundai i10 Sportz 1.1L,2015,4550,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Renault KWID 1.0 RXT Optional,2018,5135,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,11050,100000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,14950,40000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Jaguar XF 3.0 Litre S Premium Luxury,2016,45500,35000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,5
Volkswagen Vento Diesel Highline,2012,3640,120000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5
Mahindra TUV 300 T10,2018,10075,50000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,7
Hyundai Verna 1.6 SX,2012,5460,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Honda City 1.5 V MT Exclusive,2010,4030,91000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,5
Jeep Compass 2.0 Longitude Option BSIV,2017,20150,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Fiat Linea 1.3 Multijet Active,2015,4875,67000,Diesel,Individual,Manual,First Owner,20.4 kmpl,1248 CC,91.7 bhp,5
Hyundai Grand i10 Sportz,2015,6500,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Ritz ZDi,2013,3900,100000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Honda City 2017-2020 GXi,2008,2015,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5
Maruti Swift Dzire LDI,2013,4550,185000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Mahindra XUV500 AT W6 2WD,2016,12350,75000,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,7
Hyundai Grand i10 CRDi Magna,2015,4550,80000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,5
Isuzu D-Max V-Cross Z Prestige,2019,24700,30000,Diesel,Individual,Automatic,First Owner,12.4 kmpl,1999 CC,147.9 bhp,5
Tata Nexon 1.2 Revotron XM,2020,6981,5000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,7605,10000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5
Hyundai Santro LP - Euro II,2002,728,60000,Petrol,Individual,Manual,First Owner,,,,
Maruti Ertiga VDI,2012,4550,140000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Hyundai Elite i20 Sportz Plus BSIV,2019,9100,19000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Maruti Ertiga SHVS VDI,2017,11037,44600,Diesel,Dealer,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Volkswagen Polo GT TSI BSIV,2014,7462,28080,Petrol,Dealer,Automatic,First Owner,0.0 kmpl,1197 CC,103.25 bhp,5
Hyundai i20 Magna 1.2,2014,6304.987,28800,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Renault KWID RXT,2018,4680,21900,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,5
Volkswagen Polo GT TSI BSIV,2014,7475,28100,Petrol,Dealer,Automatic,First Owner,0.0 kmpl,1197 CC,103.25 bhp,5
Honda City i DTEC S,2014,7150,110000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5
Hyundai i20 Asta 1.4 CRDi,2016,9100,100000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Maruti Swift Dzire AMT VDI,2019,10725,7673,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Maruti Wagon R LXI Minor,2008,1494.987,100000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5
Tata Manza Aqua Safire,2009,1950,75000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1368 CC,90 bhp,5
Maruti Swift Dzire AMT ZDI Plus,2018,11063,50000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Hyundai Verna 1.4 VTVT,2014,7150,40000,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,5
Maruti Ertiga SHVS VDI,2016,11570,40000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Hyundai i20 1.2 Magna,2012,3445,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,5
Mahindra Scorpio 1.99 S10,2014,11700,110000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7
Chevrolet Beat Diesel LS,2013,2730,96272,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,5
BMW 3 Series 320d Prestige,2015,21450,74000,Diesel,Individual,Automatic,First Owner,18.88 kmpl,1995 CC,184 bhp,5
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,9750,168000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,7
Ford Aspire Titanium BSIV,2019,8775,7000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1194 CC,94.93 bhp,5
Hyundai i20 Active 1.4 SX with AVN,2017,9295,60000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5
Tata Indigo CS eVX,2013,2963.987,60000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69.01 bhp,5
Maruti Wagon R VXI BS IV,2015,5200,22500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Vitara Brezza ZDi AMT,2020,12025,7400,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Maruti Swift Dzire VXi,2011,3575,70000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Maruti Wagon R LXI Minor,2009,2275,67000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,5
Ford Fusion 1.4 TDCi Diesel,2009,2015,110000,Diesel,Individual,Manual,Third Owner,17.7 kmpl,1399 CC,68 bhp,5
Maruti SX4 VDI,2012,4225,175000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,5
Mahindra Scorpio LX BSIV,2014,9100,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9
Tata Indica V2 DiCOR DLG BS-III,2008,650,120000,Diesel,Individual,Manual,Third Owner,17.5 kmpl,1396 CC,70 bhp,5
Mahindra Scorpio LX,2012,5850,370000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9
Hyundai Verna 1.6 SX CRDi (O),2014,8385,150360,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Tata Tigor 1.05 Revotorq XZ,2017,7761,15000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,5
Renault KWID AMT,2018,5200,30000,Petrol,Individual,Automatic,Second Owner,24.04 kmpl,999 CC,67 bhp,5
Maruti Swift Vdi BSIII,2009,3900,150000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5
Maruti Swift VDI BSIV,2015,7449,100000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Alto K10 LXI,2011,2340,70000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5
Tata Nano Lx,2011,910,40000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,4
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,6500,154000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8
Hyundai Accent GLS 1.6 ABS,2004,1430,110000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,5
Maruti Ertiga VDI,2013,5850,120000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Tata Sumo Gold GX,2013,4030,145000,Diesel,Individual,Manual,First Owner,15.3 kmpl,2956 CC,83.83 bhp,7
Mahindra KUV 100 D75 K8,2017,5200,30000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Maruti Swift ZDi,2014,5070,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5
Maruti Alto LXi,2011,1586,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Scorpio 1.99 S4,2016,9633,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7
Hyundai i20 1.4 CRDi Sportz,2012,4290,40000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5
Mahindra Scorpio SLE BSIV,2010,3900,166000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,8
Hyundai i10 Sportz,2011,2795,100000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5
Maruti Wagon R LXI Minor,2009,1950,75000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,5
Hyundai EON Era,2013,3250,42130,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Ritz LXI,2010,2340,53000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,5
Maruti Zen LXI,2006,1950,106000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5
Toyota Corolla DX,2005,3575,96000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5
Maruti Baleno Sigma,2019,7228,10000,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5
Maruti Swift Dzire VXI Optional,2016,7150,37000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Mahindra XUV500 AT W9 2WD,2018,19500,20000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,138 bhp,7
Toyota Etios Liva 1.2 V Dual Tone,2017,7137,35000,Petrol,Individual,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,5
Hyundai i20 2015-2017 Asta 1.2,2016,8190,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Mahindra Bolero Pik-Up FB 1.7T,2020,8827,5000,Diesel,Individual,Manual,First Owner,0.0 kmpl,2523 CC,70 bhp,2
Maruti Swift 1.3 ZXI,2011,4160,85000,Petrol,Individual,Manual,First Owner,,,,
Hyundai Creta 1.6 CRDi SX,2017,14625,47000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Maruti Baleno Alpha 1.3,2017,8840,71000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda City i-DTEC ZX,2017,13650,50000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5
Tata Zest Quadrajet 1.3 XMS,2015,5850,57000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,5
Maruti Wagon R VXI BS IV,2010,2730,43000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Maruti Swift Dzire VDI,2014,6110,60000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VXI,2014,6110,60000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Hyundai i20 Asta 1.4 CRDi,2015,7150,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Maruti A-Star Vxi,2011,2664.987,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,5
Honda City i VTEC CVT VX,2015,12350,30000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.3 bhp,5
Hyundai i20 Asta Option 1.4 CRDi,2015,7150,160000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Toyota Innova 2.5 E Diesel PS 7-Seater,2007,3510,147500,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,7
Volkswagen Polo Diesel Trendline 1.2L,2013,3640,90000,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Maruti Ciaz ZDi Plus SHVS,2015,8190,70000,Diesel,Individual,Manual,Second Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Honda City 2017-2020 EXi,2007,2860,70000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,5
Mahindra Xylo D4,2014,4160,120000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,7
Hyundai EON Era Plus,2013,2925,75000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5
Honda City 1.5 V MT,2010,4940,85000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,5
Maruti Swift Dzire VDi,2012,4940,70000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,7800,29000,Diesel,Individual,Manual,First Owner,22.0 kmpl,1498 CC,108.495 bhp,5
Ford Endeavour 2.5L 4X2 MT,2014,8060,40000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,7
Hyundai Verna SX CRDi AT,2012,6500,90000,Diesel,Individual,Automatic,First Owner,19.08 kmpl,1582 CC,126.32 bhp,5
Mahindra TUV 300 T8 AMT,2015,9100,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,7150,138000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Maruti Swift VDI Optional,2016,7800,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Volkswagen Ameo 1.0 MPI Comfortline,2019,7150,30000,Petrol,Individual,Manual,Second Owner,19.44 kmpl,999 CC,75 bhp,5
Hyundai Verna 1.6 CRDI,2013,6175,125000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.3 bhp,5
Honda City i DTEC S,2015,7995,120000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5
Maruti Swift Dzire LDI,2013,5005,180000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5
Tata Zest Revotron 1.2T XMS,2015,6500,20000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Renault Duster 85PS Diesel RxL Option,2012,5850,80000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,5
Toyota Innova 2.5 Z Diesel 7 Seater,2014,12609.987,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Hyundai Verna 1.6 SX CRDi (O),2013,7540,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Toyota Platinum Etios 1.4 GXD,2017,7150,40000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,5
Honda WR-V i-VTEC S,2018,10140,30000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5
Ford Fiesta 1.5 TDCi Titanium,2014,6500,80000,Diesel,Individual,Manual,First Owner,25.01 kmpl,1498 CC,89.75 bhp,5
Skoda Laura Ambiente 2.0 TDI CR MT,2011,3510,140000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1968 CC,108.5 bhp,5
Maruti Alto K10 VXI,2017,4355,25000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Maruti Swift Dzire VDI,2017,9815,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Hyundai i20 Active SX Diesel,2016,8463,42323,Diesel,Dealer,Manual,First Owner,21.19 kmpl,1396 CC,88.76 bhp,5
BMW X1 sDrive20d M Sport,2011,13975,42545,Diesel,Dealer,Automatic,First Owner,19.62 kmpl,1998 CC,190 bhp,5
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,8970,32000,Diesel,Dealer,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,5
Maruti Swift Dzire VDI Optional,2017,7657,41232,Diesel,Dealer,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Mahindra Bolero B4,2015,5785,40200,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,7
Ford Ecosport Sports Diesel,2013,6175,48000,Diesel,Dealer,Manual,Second Owner,21.7 kmpl,1498 CC,98.96 bhp,5
Honda Amaze E Diesel BSIV,2014,6045,27233,Diesel,Dealer,Manual,First Owner,27.4 kmpl,1498 CC,98.63 bhp,5
Tata Manza Aura Safire,2011,2925,35000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1368 CC,90 bhp,5
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,4030,200000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,8
Tata Sumo EX,2016,5785,63000,Diesel,Dealer,Manual,First Owner,15.3 kmpl,2956 CC,83.8 bhp,9
Mahindra Bolero B4,2015,5785,62000,Diesel,Dealer,Manual,First Owner,21.0 kmpl,1498 CC,74.96 bhp,7
Tata New Safari 3L Dicor LX 4x2,2012,5850,68240,Diesel,Dealer,Manual,First Owner,13.93 kmpl,2956 CC,138.1 bhp,7
Mahindra Scorpio 1.99 S10 4WD,2008,5850,78000,Diesel,Dealer,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7
Maruti Swift VDI BSIV,2017,6825,38000,Diesel,Dealer,Manual,Second Owner,,,,
Maruti Wagon R VXI,2010,2600,35000,Petrol,Dealer,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Maruti Swift Dzire LXI,2018,7943,9000,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,10659.987,39000,Diesel,Dealer,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Hyundai Creta 1.4 CRDi S,2016,10725,39000,Diesel,Dealer,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5
Ford Ecosport 1.5 Diesel Titanium,2015,7787,92651,Diesel,Dealer,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5
Maruti Swift LXi BSIV,2018,6370,28000,Petrol,Dealer,Manual,First Owner,16.1 kmpl,1197 CC,85 bhp,5
Hyundai EON Magna Plus,2017,4420,30000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Mercedes-Benz E-Class E350 Petrol,2009,13000,80000,Petrol,Individual,Automatic,Third Owner,10.93 kmpl,3498 CC,272 bhp,5
Hyundai Creta 1.6 CRDi SX,2018,16081,46000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Volkswagen Polo Diesel Highline 1.2L,2013,4550,70000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5
Maruti 800 Std,2000,403,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,4
Maruti Swift ZXI Plus,2018,9035,40000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Maruti Alto 800 VXI,2015,3510,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Maruti Ertiga SHVS VDI,2016,10270,120000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Maruti Swift VDI Optional,2016,7670,120000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire AMT VXI,2017,8255,120000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Mahindra Bolero 2011-2019 ZLX,2015,7020,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Renault Pulse RxZ,2012,3445,67000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.12 bhp,5
